surprisal,sentence,sentence_type,spillover_position,token,token_number,sentence_number
1.9483128786087036,"Because they are confining and supervised, Maria believes jobs are like jails.",simile,spillover before, are,10,71
10.456531524658203,"Because they are confining and supervised, Maria believes jobs are like jails.",simile,spillover before, like,11,71
11.764349937438965,"Because they are confining and supervised, Maria believes jobs are like jails.",simile,spillover before, jails,12,71
1.5902140140533447,"Because they are confining and supervised, Maria believes jobs are like jails.",simile,spillover before,.,13,71
9.783333778381348,James says lawyers are sharks because they are relentless.,metaphor,spillover after, says,0,72
14.630489349365234,James says lawyers are sharks because they are relentless.,metaphor,spillover after, lawyers,1,72
3.4326038360595703,James says lawyers are sharks because they are relentless.,metaphor,spillover after, are,2,72
25.468017578125,James says lawyers are sharks because they are relentless.,metaphor,spillover after, sharks,3,72
8.138272285461426,James says lawyers are sharks because they are relentless.,metaphor,spillover after, because,4,72
1.0695092678070068,James says lawyers are sharks because they are relentless.,metaphor,spillover after, they,5,72
2.536243438720703,James says lawyers are sharks because they are relentless.,metaphor,spillover after, are,6,72
12.620721817016602,James says lawyers are sharks because they are relentless.,metaphor,spillover after, relentless,7,72
2.4419455528259277,James says lawyers are sharks because they are relentless.,metaphor,spillover after,.,8,72
9.783333778381348,James says lawyers are like sharks because they are relentless.,simile,spillover after, says,0,73
14.630489349365234,James says lawyers are like sharks because they are relentless.,simile,spillover after, lawyers,1,73
3.4326038360595703,James says lawyers are like sharks because they are relentless.,simile,spillover after, are,2,73
11.967824935913086,James says lawyers are like sharks because they are relentless.,simile,spillover after, like,3,73
10.265641212463379,James says lawyers are like sharks because they are relentless.,simile,spillover after, sharks,4,73
7.96249532699585,James says lawyers are like sharks because they are relentless.,simile,spillover after, because,5,73
0.676021933555603,James says lawyers are like sharks because they are relentless.,simile,spillover after, they,6,73
3.1083130836486816,James says lawyers are like sharks because they are relentless.,simile,spillover after, are,7,73
10.781193733215332,James says lawyers are like sharks because they are relentless.,simile,spillover after, relentless,8,73
1.7754396200180054,James says lawyers are like sharks because they are relentless.,simile,spillover after,.,9,73
6.46415901184082,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, they,0,74
3.2654809951782227,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, are,1,74
14.718870162963867,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, relentless,2,74
2.23758602142334,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before,",",3,74
16.302671432495117,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, James,4,74
4.849829196929932,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, says,5,74
15.84885311126709,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, lawyers,6,74
2.9257307052612305,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, are,7,74
21.05213165283203,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before, sharks,8,74
1.8097805976867676,"Because they are relentless, James says lawyers are sharks.",metaphor,spillover before,.,9,74
6.46415901184082,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, they,0,75
3.2654809951782227,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, are,1,75
14.718870162963867,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, relentless,2,75
2.23758602142334,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before,",",3,75
16.302671432495117,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, James,4,75
4.849829196929932,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, says,5,75
15.84885311126709,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, lawyers,6,75
2.9257307052612305,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, are,7,75
8.996461868286133,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, like,8,75
9.03994083404541,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before, sharks,9,75
2.3865976333618164,"Because they are relentless, James says lawyers are like sharks.",simile,spillover before,.,10,75
13.792411804199219,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after,ancy,0,76
14.46468448638916,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, feels,1,76
22.778169631958008,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, peppers,2,76
2.1750755310058594,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, are,3,76
14.233376502990723,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, fire,4,76
9.063634872436523,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, because,5,76
1.234268307685852,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, they,6,76
1.9315263032913208,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, are,7,76
5.960017681121826,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, very,8,76
3.808624267578125,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after, hot,9,76
1.6799546480178833,Nancy feels peppers are fire because they are very hot.,metaphor,spillover after,.,10,76
13.792411804199219,Nancy feels peppers are like fire because they are very hot.,simile,spillover after,ancy,0,77
14.46468448638916,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, feels,1,77
22.778169631958008,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, peppers,2,77
2.1750755310058594,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, are,3,77
6.857285022735596,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, like,4,77
9.679285049438477,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, fire,5,77
9.548479080200195,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, because,6,77
1.094158411026001,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, they,7,77
2.3917956352233887,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, are,8,77
5.51230001449585,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, very,9,77
4.1761651039123535,Nancy feels peppers are like fire because they are very hot.,simile,spillover after, hot,10,77
1.6563764810562134,Nancy feels peppers are like fire because they are very hot.,simile,spillover after,.,11,77
6.46415901184082,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, they,0,78
3.2654809951782227,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, are,1,78
7.105173587799072,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, very,2,78
10.12511157989502,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, hot,3,78
1.606400489807129,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before,",",4,78
17.50088119506836,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, Nancy,5,78
9.673624038696289,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, feels,6,78
20.492427825927734,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, peppers,7,78
2.650395631790161,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, are,8,78
13.908761978149414,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before, fire,9,78
2.6439802646636963,"Because they are very hot, Nancy feels peppers are fire.",metaphor,spillover before,.,10,78
6.46415901184082,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, they,0,79
3.2654809951782227,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, are,1,79
7.105173587799072,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, very,2,79
10.12511157989502,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, hot,3,79
1.606400489807129,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before,",",4,79
17.50088119506836,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, Nancy,5,79
9.673624038696289,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, feels,6,79
20.492427825927734,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, peppers,7,79
2.650395631790161,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, are,8,79
6.531482696533203,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, like,9,79
8.263933181762695,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before, fire,10,79
2.4646267890930176,"Because they are very hot, Nancy feels peppers are like fire.",simile,spillover before,.,11,79
13.923748016357422,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, feels,0,80
22.111827850341797,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, pets,1,80
2.088658094406128,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, are,2,80
13.267495155334473,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, kids,3,80
6.897706508636475,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, because,4,80
1.6834551095962524,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, they,5,80
5.696106433868408,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, need,6,80
5.653893947601318,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, attention,7,80
2.1121692657470703,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, and,8,80
3.6855380535125732,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, love,9,80
10.462286949157715,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, all,10,80
0.39364495873451233,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, the,11,80
0.21509262919425964,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after, time,12,80
0.8801344633102417,Laura feels pets are kids because they need attention and love all the time.,metaphor,spillover after,.,13,80
13.923748016357422,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, feels,0,81
22.111827850341797,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, pets,1,81
2.088658094406128,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, are,2,81
5.7245283126831055,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, like,3,81
8.114531517028809,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, kids,4,81
6.5155792236328125,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, because,5,81
1.3788150548934937,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, they,6,81
5.413679122924805,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, need,7,81
5.309548377990723,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, attention,8,81
2.053205728530884,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, and,9,81
3.7368016242980957,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, love,10,81
10.041086196899414,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, all,11,81
0.28335508704185486,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, the,12,81
0.2160901427268982,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after, time,13,81
0.8159423470497131,Laura feels pets are like kids because they need attention and love all the time.,simile,spillover after,.,14,81
6.46415901184082,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, they,0,82
8.01942253112793,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, need,1,82
10.622775077819824,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, attention,2,82
3.193112373352051,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, and,3,82
6.196674346923828,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, love,4,82
9.969220161437988,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, all,5,82
0.3100183308124542,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, the,6,82
0.08801570534706116,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, time,7,82
0.7278369665145874,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before,",",8,82
14.605206489562988,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, Laura,9,82
8.24708080291748,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, feels,10,82
21.146875381469727,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, pets,11,82
1.8807854652404785,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, are,12,82
14.350475311279297,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before, kids,13,82
2.592348575592041,"Because they need attention and love all the time, Laura feels pets are kids.",metaphor,spillover before,.,14,82
6.46415901184082,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, they,0,83
8.01942253112793,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, need,1,83
10.622775077819824,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, attention,2,83
3.193112373352051,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, and,3,83
6.196674346923828,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, love,4,83
9.969220161437988,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, all,5,83
0.3100183308124542,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, the,6,83
0.08801570534706116,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, time,7,83
0.7278369665145874,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before,",",8,83
14.605206489562988,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, Laura,9,83
8.24708080291748,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, feels,10,83
21.146875381469727,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, pets,11,83
1.8807854652404785,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, are,12,83
5.421180248260498,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, like,13,83
8.659502983093262,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before, kids,14,83
1.968001365661621,"Because they need attention and love all the time, Laura feels pets are like kids.",simile,spillover before,.,15,83
12.666020393371582,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after,uth,0,84
12.10409927368164,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, believes,1,84
18.24618148803711,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, runners,2,84
3.0142953395843506,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, are,3,84
20.58717155456543,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, rockets,4,84
6.188032150268555,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, because,5,84
0.9417218565940857,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, they,6,84
8.995161056518555,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, run,7,84
5.891855716705322,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, fast,8,84
6.354644298553467,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, in,9,84
3.165544033050537,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, a,10,84
6.062542915344238,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, straight,11,84
0.018921416252851486,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after, line,12,84
1.2730380296707153,Ruth believes runners are rockets because they run fast in a straight line.,metaphor,spillover after,.,13,84
12.666020393371582,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after,uth,0,85
12.10409927368164,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, believes,1,85
18.24618148803711,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, runners,2,85
3.0142953395843506,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, are,3,85
8.518765449523926,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, like,4,85
12.290942192077637,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, rockets,5,85
6.831028461456299,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, because,6,85
0.8266621828079224,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, they,7,85
9.551629066467285,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, run,8,85
6.135071277618408,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, fast,9,85
6.851472854614258,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, in,10,85
3.0169663429260254,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, a,11,85
4.784681797027588,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, straight,12,85
0.009906859137117863,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after, line,13,85
1.1600223779678345,Ruth believes runners are like rockets because they run fast in a straight line.,simile,spillover after,.,14,85
6.46415901184082,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, they,0,86
10.464162826538086,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, run,1,86
9.083870887756348,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, fast,2,86
5.864652156829834,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, in,3,86
4.567103385925293,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, a,4,86
7.860032558441162,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, straight,5,86
0.06020990014076233,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, line,6,86
0.8875969052314758,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before,",",7,86
18.847503662109375,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, Ruth,8,86
7.801458358764648,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, believes,9,86
11.862460136413574,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, runners,10,86
2.910487413406372,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, are,11,86
20.115345001220703,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before, rockets,12,86
2.146578073501587,"Because they run fast in a straight line, Ruth believes runners are rockets.",metaphor,spillover before,.,13,86
6.46415901184082,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, they,0,87
10.464162826538086,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, run,1,87
9.083870887756348,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, fast,2,87
5.864652156829834,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, in,3,87
4.567103385925293,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, a,4,87
7.860032558441162,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, straight,5,87
0.06020990014076233,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, line,6,87
0.8875969052314758,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before,",",7,87
18.847503662109375,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, Ruth,8,87
7.801458358764648,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, believes,9,87
11.862460136413574,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, runners,10,87
2.910487413406372,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, are,11,87
8.418261528015137,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, like,12,87
11.139570236206055,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before, rockets,13,87
2.148611545562744,"Because they run fast in a straight line, Ruth believes runners are like rockets.",simile,spillover before,.,14,87
14.89909553527832,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, feels,0,88
18.121850967407227,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, sales,1,88
8.67983341217041,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after,men,2,88
2.6454567909240723,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, are,3,88
17.982454299926758,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, bulldo,4,88
5.966372489929199,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after,zers,5,88
7.283197402954102,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, because,6,88
1.0297307968139648,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, they,7,88
15.910943031311035,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, overpower,8,88
3.2946689128875732,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after, customers,9,88
1.9156501293182373,Robert feels salesmen are bulldozers because they overpower customers.,metaphor,spillover after,.,10,88
14.89909553527832,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, feels,0,89
18.121850967407227,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, sales,1,89
8.67983341217041,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after,men,2,89
2.6454567909240723,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, are,3,89
8.7775239944458,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, like,4,89
14.433770179748535,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, bulldo,5,89
0.13354265689849854,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after,zers,6,89
7.704267501831055,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, because,7,89
0.9149498343467712,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, they,8,89
14.371293067932129,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, overpower,9,89
3.7900655269622803,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after, customers,10,89
2.0491769313812256,Robert feels salesmen are like bulldozers because they overpower customers.,simile,spillover after,.,11,89
6.46415901184082,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, they,0,90
18.703304290771484,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, overpower,1,90
11.841851234436035,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, customers,2,90
1.6376399993896484,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before,",",3,90
16.00531578063965,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, Robert,4,90
12.433048248291016,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, feels,5,90
14.682572364807129,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, sales,6,90
5.328821182250977,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before,men,7,90
2.4962551593780518,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, are,8,90
17.445629119873047,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before, bulldo,9,90
6.349701881408691,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before,zers,10,90
1.855795979499817,"Because they overpower customers, Robert feels salesmen are bulldozers.",metaphor,spillover before,.,11,90
6.46415901184082,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, they,0,91
18.703304290771484,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, overpower,1,91
11.841851234436035,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, customers,2,91
1.6376399993896484,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before,",",3,91
16.00531578063965,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, Robert,4,91
12.433048248291016,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, feels,5,91
14.682572364807129,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, sales,6,91
5.328821182250977,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before,men,7,91
2.4962551593780518,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, are,8,91
9.032115936279297,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, like,9,91
13.781246185302734,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before, bulldo,10,91
0.11690182238817215,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before,zers,11,91
2.196119785308838,"Because they overpower customers, Robert feels salesmen are like bulldozers.",simile,spillover before,.,12,91
13.297539710998535,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after,aren,0,92
11.783279418945312,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, thinks,1,92
19.151195526123047,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, ser,2,92
3.478973150253296,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after,mons,3,92
1.9739782810211182,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, are,4,92
16.150381088256836,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, sleeping,5,92
4.654488563537598,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, pills,6,92
5.6902971267700195,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, because,7,92
1.2917702198028564,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, they,8,92
2.793523073196411,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, are,9,92
7.642259120941162,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, very,10,92
8.0794677734375,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after, boring,11,92
1.204195499420166,Karen thinks sermons are sleeping pills because they are very boring.,metaphor,spillover after,.,12,92
13.297539710998535,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after,aren,0,93
11.783279418945312,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, thinks,1,93
19.151195526123047,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, ser,2,93
3.478973150253296,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after,mons,3,93
1.9739782810211182,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, are,4,93
6.569510459899902,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, like,5,93
11.918137550354004,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, sleeping,6,93
1.1800363063812256,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, pills,7,93
6.278894901275635,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, because,8,93
1.229926586151123,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, they,9,93
2.9429049491882324,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, are,10,93
5.772162437438965,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, very,11,93
9.511582374572754,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after, boring,12,93
1.2067804336547852,Karen thinks sermons are like sleeping pills because they are very boring.,simile,spillover after,.,13,93
6.46415901184082,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, they,0,94
3.2654809951782227,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, are,1,94
7.105173587799072,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, very,2,94
12.117215156555176,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, boring,3,94
1.6885985136032104,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before,",",4,94
17.55202865600586,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, Karen,5,94
7.242650032043457,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, thinks,6,94
19.31402587890625,"Because they are very boring, Karen thinks sermons are sleeping pills.",metaphor,spillover before, ser,7,94
